attendance,study_hours,previous_marks,assignment_completion,sleep_hours,participation,backlogs,performance
64.6072324267609,7.470773367635712,91.20934772198551,81.12663299331409,7.361919216458518,96.71840800758964,2,100.0
68.31809216468459,7.797407716157574,38.13547275716142,59.94736942892272,8.130323422741426,80.34716404030823,3,89.3555009550865
72.8034992108518,7.609865423794037,60.12759914444968,43.39513936880294,7.365460654556085,95.1115642003785,0,100.0
89.25879806965068,4.319499516602246,50.60946745772307,62.43526282076881,8.121752236246747,66.9311581290516,3,75.37733321378029
59.98368910791799,7.034298556925194,78.84925789884379,96.66691496165821,5.984960811037371,48.123299235519774,2,97.65960187182809
75.71172192068059,6.911845789745493,93.8778254298348,78.50406383791349,4.781584853544304,33.69786804553054,0,100.0
79.62072844310212,3.233703312702789,50.39180374665487,80.28874892003242,7.689754736987961,80.82593960386953,3,71.10775818753264
52.32252063599989,6.8024083190547415,74.25047608844446,77.9369292182584,5.802372525707769,38.491209860387386,3,84.86349255809515
80.37724259507192,1.2590534430084483,46.88585796558441,51.93952833756621,7.356354126145662,51.1942589790377,1,61.47159396278307
58.526206184364575,5.1738891493743715,68.9198152742966,65.1000318461368,5.353219709908828,67.27296355187282,0,94.20389278313948
53.25257964926398,2.6100618610139215,62.83594920130017,85.0563879017991,4.406148174033364,69.50916114458234,3,61.520843196057676
97.44427686266667,1.8439682004409517,93.32031977789222,46.08237385318955,8.962908977438817,72.04082378909952,3,76.35651253141772
98.28160165372796,1.538672411404464,71.51163636178799,56.671166565382734,4.781007539652997,41.63787312447904,1,68.84868282534877
90.41986740582306,5.8740214311469785,55.97038232520913,56.579146507951215,8.942104969817406,56.58161833751541,3,81.05051897140216
65.23068845866854,3.379124746376463,41.845747093276,65.92113565567035,8.886399662832236,73.20359589818767,3,68.20094446761982
54.883605700319194,6.07336740070133,44.07480972409607,98.8221244565311,7.969090519540198,97.88732052436494,3,86.16430866768134
84.21165132560785,1.4574943855925966,48.519015797074104,44.05015280102931,7.297114810409988,80.93417963897821,1,67.36447858591461
72.00762468698007,3.2070323648142725,50.05799968041788,71.12205966283571,6.889035251255423,94.58226299657704,3,73.27955916547019
56.10191174223894,4.7764390466273605,86.03696347046827,50.76188092073263,8.330507726889174,83.35484408199238,3,83.0137397660894
74.75884550556351,6.535062153872745,68.6733672969515,98.24059272458464,5.44719760809744,71.42018782246802,0,100.0
51.71942605576092,3.231267520524489,66.40345468246198,46.798210283647855,6.338406062424385,43.44163583954412,0,68.16360397803157
95.4660201039391,5.381239635059064,41.88613231215305,64.21606014169548,7.096949846832509,76.66799563247591,1,83.6741625034729
62.93899908000085,7.20184423765331,86.6083816009661,84.27309909007637,6.055952379347455,73.63656961719349,2,100.0
83.1261142176991,5.311042317276132,78.36885819250902,82.27326568164672,6.13743227045134,72.17284193200865,0,94.70347382823395
65.58555380447055,2.6307163232754363,39.0601017140001,65.36371821363593,5.651423337510423,64.28501075917686,1,61.28074767273964
76.00340105889055,1.170805470895766,77.47010583378612,60.79145007716309,6.82115908342268,67.0059622792493,3,61.77184934303982
77.33551396716399,7.090692117306509,67.61229304055877,63.85674271317224,8.25287264007558,53.410976898267286,3,95.27865522795747
59.24272277627635,1.1488858759527099,39.9035207448067,55.85657578951836,5.0076418900315645,66.35188848496122,1,56.997279453247295
98.47923138822793,7.122911708789395,62.498038491719385,52.31997632240799,8.672165193767206,43.82891339749348,3,90.73027059634335
88.75664116805572,4.702559938190484,64.08177722780282,68.9823818535334,7.445438268741148,86.36220781522638,3,79.80406024124665
96.97494707820945,7.573473889590273,44.94647240979654,56.112025364056436,8.11636606340015,43.004386828909546,2,93.32161454478175
94.74136752138244,6.591482650415657,91.74188882001694,57.247699893835005,6.780953463150058,35.94764029226265,3,96.21917272983478
79.89499894055426,7.985538773733362,85.99852228883972,79.40536380847342,7.897583507120317,60.537221845001014,0,100.0
96.09371175115584,3.454982708161971,75.1413402397465,98.11223990199353,4.081001986697336,76.08152076542433,3,79.18408845249809
54.424625102595975,6.370318022517888,62.73773366003643,76.21823203356251,8.091902123897675,60.6401777453479,1,91.63647416200779
59.79914312095726,3.813516395264695,59.70593249507051,44.61876802389798,4.200694295426833,49.3727892365916,2,64.07320429875541
52.2613644455269,4.359129342127362,74.05840802905725,44.53501683124402,8.449566881814313,69.07198287233085,3,79.0733192619422
66.26651653816322,5.392538242528591,67.72591216441432,97.08539325073396,8.959813736193215,54.290163478854,1,89.58007466652697
69.4338644844741,7.115739799304372,38.73638635291314,57.83744741844002,5.470337310883889,95.30073830886431,0,89.12593504761647
63.567451588694794,7.8885842843950655,65.75015892621991,45.52401916494853,5.051592781428968,94.58515977225005,3,89.91319021422866
91.43687545759647,6.377913897051627,83.38421703397037,75.9426752290229,7.826816819290204,65.16602739804668,2,99.99991903587484
67.83766633467947,3.924367475171336,62.55439265581748,77.41892669741597,5.2651317046012664,52.95187958127809,3,75.58748770678247
64.04672548436903,3.9494990159394914,38.117394653256106,78.91028920712128,8.327811915861018,81.59926897696474,1,75.7379230423486
77.13480415791243,6.1630761111222405,82.17669196304199,56.04412167145248,4.5142129607873835,32.56990604381466,2,85.46350569175854
57.04621124873813,2.6714400203781166,47.08182692815846,40.9066410528685,4.629775981896791,63.233830423055586,3,53.27798788464204
90.10984903770199,1.7733187919197626,50.51725009328233,97.9009221672683,8.895757775503078,53.54263759892335,0,78.10080206470695
53.727532183988544,3.482355103485436,44.882381205937754,55.05358274146615,7.369194491350023,94.43751195717883,2,62.52245476223082
99.34434683002587,3.010672941578572,54.81290389228985,80.56157728315284,8.234436122144764,30.840211909087778,0,81.71727168850661
88.61223846483287,3.074156843191931,80.4050903413181,82.39779219272258,5.62164688675759,68.69704130028444,1,87.77574741155478
59.93578407670862,2.6352542573493696,66.16315157023624,76.60044502476914,7.3824187476030225,81.84645067466383,3,69.44123750919184
50.27610585618012,1.2946523274545332,47.29287644904275,58.77444365281889,6.971209136542986,63.951259126682885,0,57.33075357252167
90.77307142274171,1.1251175431338967,87.66980468912246,56.265775225843946,7.015750600614735,35.97821211139052,1,75.92734873170784
85.34286719238085,7.914056728152221,87.77491129709175,75.86009696216219,7.412662297688608,98.07229730195316,3,100.0
86.45035840204937,3.994411936151036,87.23470550276042,91.9657380167015,6.876795865645493,66.26073019632685,1,93.07658602447142
88.56351733429729,3.690286530117772,49.32777268289236,96.80402373540373,6.14531184651333,72.99303710233079,0,85.52136715487624
53.70223258670452,5.757530978851489,62.07436065085929,46.35434826422546,5.379613471902735,46.56268478952551,1,79.83130789810434
67.92328642721363,2.5277772150554494,94.0993793684525,49.28971675586319,7.8429066545660095,63.844865957476266,2,85.06225518471248
55.79345297625649,7.649728287651577,81.32074857859942,96.68417552698477,5.131362150015931,60.040464437082534,3,98.0546620028491
93.15517129377967,6.504415100908864,36.63004527353359,84.19211370008756,7.4617715307720704,35.24270894013886,1,93.6982742550965
81.1649063413779,1.6258770161858167,38.91227547562952,92.97962948978639,5.166664113246633,37.431224748322705,0,62.54154551972345
66.54490124263246,3.9230654304944985,62.835882608739965,52.15795804812059,7.12665084977227,88.62307637331422,3,70.63677090980661
53.177917514301186,7.153828152935153,89.55321235169362,75.25515226656411,7.7353913356451445,46.78739665446132,2,98.8954771986225
65.54911608578311,7.613124156039872,67.32210787716285,82.06837566504842,5.093569444532696,43.647079004904136,3,89.5556892455967
66.25916610133736,4.271810578749088,64.86875048205741,80.80671312681835,4.2997165043065415,65.34380158750974,2,72.09079317092318
86.4803089169032,5.293879724474954,41.32842199739783,64.48910145200189,4.6548687149708705,83.81229919537591,3,74.00243598254235
81.87787356776066,2.1692376226445265,74.40680628345764,40.92369350147851,7.029984836355127,34.33625630052916,1,71.3739068449544
94.36063712881634,7.938180382958835,84.32618963601354,74.9755634082558,8.247232031128679,70.37655437467791,1,100.0
73.61074625809746,2.621701909684104,57.825200450453735,55.186092350776526,4.224984106177121,38.344730998840134,0,67.25343766018369
55.97971229691508,7.599122418945879,81.53671105551965,67.01525476857341,7.670756295208231,32.55227355779329,2,97.17449022266243
85.66223936114974,5.54752654294658,92.8685992340487,97.45486090502904,5.70659322975026,33.692076651355215,0,100.0
88.03925243084487,5.254157564152014,47.22598754766135,63.94211905854608,6.392641849597613,88.39148757459088,1,84.72048300671713
78.06385987847482,4.58881957711556,66.39977787168448,90.3880963998656,8.644297749227828,38.258073853964305,2,83.5525663726284
88.54835899772806,2.614688682024311,52.22827748507453,51.31243634495507,5.659857523679227,33.16059550886044,0,74.13856362273256
74.68977981821953,2.235696224038558,82.57126514203037,80.34762988150173,6.32668466969743,60.65299210000386,0,81.6989807519242
76.1366414690997,2.5434034634912273,69.65560195286946,98.6204172663366,4.0684120738034055,89.07954303594173,0,80.00430807090382
71.37705091792748,2.3050678350097815,73.07494505301823,46.113586052376206,4.4079936000241915,48.368586354251136,0,65.50674037351243
51.27095633720476,6.457091314967273,82.87484957695364,40.49919653363152,5.29295795567392,59.519883226814144,0,98.82186013642072
55.39457134966522,3.4508768141671107,58.75822835974729,66.01496755795687,4.139261204105372,32.79457727946259,2,58.201008021874635
51.57145928433671,1.4048987359437746,89.90540410442259,45.55752898308203,7.156876630241255,61.43549598944131,0,70.31479519798373
81.82052056318902,7.78371841098568,66.9817320347684,84.90306098057388,6.131991784008113,70.43291564459935,2,100.0
65.71779905381634,7.18650119474398,44.47728937012088,94.87291983091353,6.74072601364011,69.96349376265013,0,98.92863087093451
75.42853455823514,7.494265982366491,76.75394709012815,66.04125836252553,4.873235929481647,53.26986845220556,1,100.0
95.37832369630465,7.964354758525047,82.59568102629527,55.52269852932646,5.479660147183081,52.08732264641949,1,100.0
62.464611457443745,2.217266744536411,54.0057006240516,66.06419914039658,7.3191223742636256,37.46365332556185,0,69.59367911991134
70.51914615178148,3.773694132318611,86.43075541992518,83.40686907100006,8.826513618152,55.675882445238784,3,82.46507995950478
87.77755692715243,6.307669329928639,89.36859528594599,40.54324969482226,4.252083868011046,36.96462682110753,1,90.4157191178483
61.43990827458112,5.872144326376546,51.614269242668534,75.36723936908183,8.45192160427633,83.66171612984361,2,88.63158190404046
53.84899549143965,2.0772713443789854,94.01128836291332,76.79750109324274,6.884406006556042,97.63920084237301,0,90.61657771491012
64.4875726456884,6.710831874934325,43.442691682925506,78.26129481375614,6.8195978337781185,97.90521196666948,2,84.45997605970067
58.06106436270022,2.5710840028566246,47.1209401041494,54.52132479885263,6.501392676038802,90.55497695627757,3,63.44812620127692
96.48488261712865,2.5667233037583617,46.053490354281564,82.84316340268761,4.346970429520917,72.05545045377335,0,74.81234367196357
90.40601897822086,4.758820960253895,88.63938260047223,45.483489179906584,4.449384258680803,79.06059880707159,1,91.60796675779851
81.67018782552117,5.150579543891922,74.2575531394977,51.95622018800805,7.004560028295431,49.96440618762898,2,84.85721078006033
93.57302950938589,5.060603454864678,44.12625699333637,92.64820279926892,5.704792857177791,74.15392941208344,1,84.45041145927676
90.18360384495573,1.640407861784284,61.41940510210094,84.32338904359398,8.586340332888403,61.89546846079142,1,79.9279358151419
59.32850294430179,7.142226038412662,71.91788150418813,40.824733240680715,6.032952686797361,63.74121378438527,0,95.67922505163233
94.62794992449889,2.8592002981209426,40.007845099362996,54.90257562218801,4.716407293513205,83.04435922626107,2,68.11275275551328
76.96711209578254,1.9066044489796292,87.94498210444033,52.864388979589876,7.57359416751018,49.73428489180762,3,70.32030056039045
90.37200775820313,7.221236559082841,83.21621212649211,56.248379682218356,5.466767107205049,52.26277281861639,1,98.94305036364742
94.80456499617466,7.689560487608274,65.31240641459829,54.85358621679318,6.627351536779466,94.72492537900456,0,100.0
65.90017374859319,7.0348933208581546,93.02759691555022,43.751577744570746,7.48916392752585,33.935700639568054,0,100.0
55.50259622638384,6.666612523074146,60.06565875650598,67.53643099580921,8.501320556010352,63.994400888933825,3,88.25749378521672
61.39675812709709,5.586693864473152,94.04661914218987,83.9640084871699,7.96095597400838,93.89605602855032,0,100.0
71.35538943131282,4.856001594263975,75.07519992821761,76.40390348304618,7.381805339363621,72.725410547271,1,89.95466207206911
90.90073829612466,1.6089073193798709,73.0802763952365,80.37230011588478,7.398165911975718,68.24849519484926,0,80.42551709966
93.03652916281717,3.859172491494891,44.9572937177471,44.86895071217435,8.729623220160432,47.482092546054865,2,69.87920141116729
50.34760652655954,3.608819619086198,87.91566549827864,97.08944261060724,5.47912048748268,54.02928423451138,2,76.95985765041868
75.53736512887829,2.8182764863222833,60.649381275236905,90.30951003058149,4.005560470980937,89.6433891063285,1,71.51406512672102
70.87055015743894,6.063940795820095,44.734004346948765,88.30541910973976,5.359772796990994,69.14526922379207,2,81.55646366183124
61.105390523536514,4.471130145551395,35.75645119854554,89.37902830250604,5.0894568981337205,66.03195356297459,3,64.27653509498006
55.99326836668414,1.5673235113535355,68.58534101830296,95.96263048796568,7.309172925569991,36.97057994780202,0,67.43965719211019
66.8807585701814,2.5412824136486796,66.64397732736057,72.65523796682186,7.168557998827645,31.121970951858618,1,77.49112646006073
97.14548519562595,5.782811345617171,78.16121734214951,52.016921072057556,6.967306913523619,97.45796320809343,3,98.03208947160883
66.16014660103777,1.5329160164321012,88.41548318106813,77.00701647115247,4.081217216047269,56.38903171007891,0,70.43658616590385
75.9395310871683,6.958448398341381,39.76439507858177,84.57288962007634,7.643890272253238,72.2249143469653,3,88.92293634489039
85.15094794475888,4.466025689097821,78.88978942042175,84.27504360124152,5.6176520624274575,35.58005512310995,1,88.71421630738344
68.1814801189647,4.3641060412865365,46.244716645854936,71.2869414500128,7.325279945033156,77.81800000061327,1,83.02889989593208
98.58910413604804,5.146854492616623,86.49062318942984,44.10752316001468,6.782892142510766,95.27966960941727,3,89.6533448871069
98.12236474710556,6.772766761476044,84.14381083169937,62.26677630580767,5.713654627139536,70.29656770981939,0,100.0
62.58911479126821,3.4346644553153514,67.44762529913265,95.24599650780144,4.672881335520539,38.82807256627874,2,69.79718631578855
74.86242529461927,5.746113067913445,77.61456791739869,75.06693458544555,4.472094488302405,70.72050692314338,2,84.25611341794081
65.04391549083849,4.960123747970537,53.861006791024906,72.29991659534281,8.157591665561117,83.64430491732566,3,82.66471486542756
64.24202471887338,2.8691978911859493,63.27007393596888,56.13121086293161,8.591987710407789,58.449157560181305,1,78.49626465913582
51.84434736772664,7.150409904486106,84.2982138626283,62.10693519499473,7.248940233821498,91.58864235590275,0,100.0
80.47821669899484,6.581982151248496,62.55591183039283,93.72076534919016,4.517170574302417,75.40780673501551,0,94.80638847437356
75.13395116144308,5.609162842608979,56.46789591952651,79.98778285161015,6.0101360844412035,92.94742428024418,1,92.42291430108217
52.57393756249947,6.954072103659693,64.652746835018,87.24322160513998,7.644696000525786,73.64537178731361,2,93.19198077047709
63.93232321183057,7.071059406718616,84.6949551462331,67.2607253840593,7.899104420050341,39.19015804033769,0,100.0
95.41329429833269,5.958540837005243,55.11248284225236,77.81483316736947,4.591093111455443,51.67841977736324,3,78.01989241942735
61.978094533348624,6.859093298545704,45.42569558814463,54.90301652459245,4.000153594226912,44.125646377671984,2,71.17880905365584
57.24474360456115,5.882300231684986,77.72084121984685,82.32764981700917,7.560685229403025,93.61785484018037,3,89.68138119116723
74.47263801387815,5.7609854023221025,84.55869276248491,65.65608002220024,5.782980879931028,83.22800471012378,2,93.04112881434034
99.28252270553003,5.33027964750629,41.038248711412,66.55273088888474,5.272406658091301,77.34788582370042,1,82.15864512433134
62.10276357557502,6.269016476903489,49.39244676535668,78.9593394746129,4.064487348947627,51.06764237421352,3,76.64017201748827
83.60677737029393,2.110235737051516,43.51831938565964,96.1768372881356,6.701497033807499,42.88313404351494,3,66.52654689497483
88.08098076643589,7.166095314392499,55.87648469493,43.84038079651725,8.25575367712991,82.95157615922383,1,100.0
61.881877199619986,7.102904694216624,62.021058734324754,89.48459424082046,8.788158231362939,63.191056211535575,3,99.67169067028965
86.41081743059297,1.204730981241914,79.92958021779839,57.54298662473158,6.828724753066446,45.805268650544036,2,69.40159671093075
68.38915663596266,6.7807172539533385,74.06885509290045,66.63516727038267,6.572306638699471,73.16353847156925,0,96.60762620892214
81.61529152967897,1.9020890723141164,72.25571404870587,41.31479972650054,4.425281927446205,32.823369649691635,0,69.93046820156982
81.67648553804473,3.345831979813993,56.142496796579266,58.06276467005878,6.744364007712999,52.83191778897775,1,72.57307183366729
76.78873420373793,6.204557794041254,85.4868531850856,70.15787455780783,5.899895394826974,62.79898962137943,2,97.36121820099932
54.51448850272041,2.1253192723381575,63.27723004388987,43.37056464084634,7.0356764044178846,40.357083387658406,3,60.846511568795705
91.7651247794619,6.725769168833436,93.74629628090926,69.46574376298992,5.943631739382734,98.92581343135878,3,100.0
66.0390032485868,6.8249392457041935,73.04852829774421,95.62663773150564,5.201495617251833,44.636815521273,0,93.96924737442444
59.32592551999271,4.552274136325853,42.57588449387016,46.323593086468314,4.474826376141882,39.12471910302859,3,55.455348259816354
52.0387570777382,1.044701102017835,75.57065372452604,85.86644368453025,5.574592222944479,44.247441172082745,0,70.7245815594268
79.5446471594121,3.0092669322243895,54.506240925901935,64.58026320255956,4.483224171438762,83.8342793211807,1,70.83668406922601
83.87821809211411,5.318488428630196,76.17963180116584,79.31042287146028,4.88448475411992,59.785396149029,3,85.10476846061182
50.829391446392805,7.868303246191965,39.178468889744344,55.614195879113765,8.936680792897729,69.57911578267766,2,90.71081098158282
75.60465291496405,5.422694689116678,45.49288623055756,49.5695357524815,6.220517784533094,31.47064098904525,3,71.99476851482737
61.3247887598969,2.8186250674491187,86.34423553434718,49.627756856273585,6.659358832525083,32.410191600132016,0,77.10165354018991
82.25863952047249,5.438039921697279,48.63077342141089,44.22951673858868,8.368092643686076,61.207788487891136,1,84.09654607229234
58.718321450249576,4.779897658010988,85.22246751457641,51.13880229407458,8.97784450245344,87.16586702411365,0,94.61498354871013
84.5468869051233,6.458917766058005,51.75656530726462,79.8531630993381,6.913572246723408,91.96672150952956,3,93.30642338866859
69.33676731502686,1.7488644717887087,73.57291460352246,92.90143671061048,8.062369105220858,36.06945973169481,0,80.01115848641182
96.83649943683673,6.327195317514196,76.64903441058986,88.84754113546971,5.634705121683377,67.6854171470716,0,100.0
56.87604720729966,4.788866050732771,65.75928518870317,81.10805859246904,5.528719787236455,93.92607803954894,1,87.90991835801232
67.05331755251292,7.740944027012962,53.31864060180388,46.62591180466616,6.013518604972801,57.15809280785204,2,86.46060674214995
55.67367606202946,3.3931051622708024,47.75866258226577,57.35124677775699,7.3625363133682455,88.0696081999858,3,63.00759373883507
96.23468091392814,5.4283532519376365,36.991361273745575,58.58841251934814,7.410958446275494,39.35869580796054,1,79.75524707913671
93.86696766904905,7.524196738570122,53.23678407444343,54.997416783857275,5.5761971732472535,95.47761427674591,2,92.37895823181182
62.89708138575778,1.7175680959347548,74.18976743187699,70.90033958258338,4.666049620683143,82.5996322271912,0,70.83407033805028
82.99920230170895,7.560599410655158,91.29828910690895,72.13322889278035,7.161981282327543,95.89340749508311,2,100.0
90.8611100100608,5.815200056105693,87.27226893578313,61.41315851026661,4.641629310943823,77.36320634867545,0,97.24617045347921
77.76004057997312,1.4748594137362034,80.96388659211816,61.22734952418616,6.89246254114665,55.43827523995989,0,76.2937534802826
76.48252891780032,3.106744968627714,82.30684059519791,89.71333587436487,7.467110640281545,95.67268207673057,1,88.51070463776665
62.092614545022585,5.957204620516971,74.89909420855972,87.35757089918113,7.503057481972258,49.289674341642495,0,96.9320651833289
54.65513839029496,1.4714542102814019,50.61721145396018,58.46774990084474,7.7673605532979835,53.25207654432128,1,55.5734297758531
94.86078789766634,5.075193221233913,89.43170184234978,94.82730663239556,8.364297107828323,79.05658926012183,2,100.0
95.02090285816652,3.421181398670697,75.24393871435004,97.16890102015037,6.499794959823943,83.57214096677704,2,88.03429220922506
81.65507286366339,5.34640862437234,68.62643785882639,59.60455252180245,7.6512459476478565,95.05824386944077,0,99.02085204485954
66.95148955243504,1.3201942366875898,41.65936815280887,61.26549692758329,7.095863676829183,44.33616863393466,1,57.97409103572305
67.46047873063304,7.100757643066634,61.82333262838553,70.33804920531753,4.933199698988413,85.85986246534569,0,92.95080040042834
86.29778394351197,7.814422784241779,62.62149627211558,96.46724875202041,4.128448224347041,81.69822373778744,1,100.0
94.85551299762886,7.782144986999841,86.87381657136021,92.57916598853869,5.4227069283846685,34.46561893775185,1,100.0
94.35432121325587,6.247562822200473,67.79889321126731,46.154077755015386,6.2151685316880965,57.105619884714486,1,93.10753758366617
88.99377729288119,1.9106036809144238,57.824032938224576,63.56384459628497,7.085529722143281,49.7935819942069,2,67.35643101761032
82.10158230771438,6.307842371503158,93.60801971063955,73.20227138498632,8.249796652516027,51.314329704782125,1,100.0
54.206998249752445,1.1721084152116106,41.643235599578944,70.1879483530924,4.981228583530828,98.80628156882906,2,54.21959700203683
58.08143570473069,1.1548648607029808,60.352905698716675,51.63178407621356,4.627748949492386,74.99441894359495,1,58.4229558666381
94.92770942635397,3.265271534046789,37.52148051028432,91.52900627008928,8.817399737371638,80.23733104554498,2,74.71554015436453
80.3214529829795,4.42050233283266,79.39424724601582,80.61644697981023,4.540222796882036,98.36323461205065,3,82.37803002446634
50.45985258083148,6.392851924654552,90.08459313194903,90.27450249110822,6.392455350535946,56.404124772034706,2,94.2832657197546
55.073577143301605,5.783067636245536,51.80223977302937,91.52585676096834,6.927818643966509,86.12881179169642,2,86.43663434012758
83.1750884554028,4.121318944637238,86.50050060794726,84.90135121994439,6.706872104537191,60.417167431314674,0,98.96235924962981
50.253079192310935,2.915386663971661,52.53309382771387,66.35263607498304,4.430160785164716,90.86735702704858,1,62.97220754712605
58.04040257087493,7.979871501103978,89.64620969863492,76.63280530092547,4.285134570018097,42.64602789179122,3,92.23720811318597
77.4366894683293,3.9832691156518107,80.23771421580705,49.62192436718459,4.527417137305179,96.33803239449958,0,84.06932157386538
84.59475988463467,4.159709170307728,83.29440661048632,80.41872504849445,6.927938419363063,45.314019588761575,1,87.7513245961743
82.59806297513003,2.1453667483416843,36.08039333602727,50.75519534435685,6.721724438171606,52.83543548866521,3,54.36927657906908
61.21346547302799,6.563666841249505,92.76862142444156,81.63697543060941,5.168703960183722,82.93345638747464,3,97.08032026185582
85.6089610673768,5.855775580470421,78.6002595242194,53.775889645238124,7.188870709227958,57.562859909578464,3,86.01965234319974
61.862454374840006,2.5453872895213228,53.285065723168,47.0530780090132,8.100337510278248,72.57479637365127,1,69.88450658425731
66.26998490796339,1.5766673193108989,84.76367989153081,49.91706940857745,4.207894799232969,61.12014507485999,3,54.47609537278996
87.32457025590121,5.763495114522992,51.891271904895795,40.11952811314421,6.490649717740212,81.96589559628472,3,78.36157541801785
82.48164495236074,5.5815784999679465,87.36523037396768,83.12437707121182,7.446552060513452,45.98318766580276,0,100.0
92.4611705247089,2.912816688987465,41.75482342471622,83.94406294350274,5.261559635348435,34.09205910658139,2,71.1312782189166
82.88064461501716,7.656044935752872,77.22115864764774,70.89600099479557,5.538854526465745,50.995057823114635,1,100.0
78.41543016677358,2.0574052424663014,67.44190859869462,49.68176806332302,7.068189514946919,63.20160654079012,2,61.507759298413156
54.683738391404624,4.026343607298213,40.792068211726445,45.01326025064139,8.489676467218684,41.7614036534875,0,65.2169017950885
68.38579015297168,7.605311441173193,49.51362969553034,41.14773798623722,8.049622101514498,54.83581027594721,2,88.41487883271874
63.26011838408627,3.9380912184828563,35.744242176638885,49.944890617913245,6.915651095497918,57.9988112805498,3,63.02998190133073
62.19948216895418,5.469681633648599,63.12607792787035,93.45133209898881,7.651108588786246,34.01742905817915,3,83.57415545151542
98.65052773762227,3.78316078573956,53.07591564560002,54.4922105021009,5.824112351038993,70.83150737289432,1,78.97660150198779
69.65488623333802,2.91950641644069,70.90144905786553,61.25627963303294,7.2048276404937885,91.90403995799014,1,83.07422406048924
94.60232775885567,7.8878435357187975,52.83426846251703,46.32072906887999,6.330907955637785,40.62200390671367,1,93.26331576918777
81.55693129986315,3.865338044205301,52.99514669041908,53.34167828489022,4.949680682287805,71.84656093810598,0,79.30662135732508
89.74056517708243,7.258694425753941,79.5915919238962,71.15347424681231,7.508691369386286,76.53174434375924,1,100.0
75.1318546552596,2.6096822412376035,37.88857015870121,76.46516098573915,6.78232318674411,59.35342762935018,0,67.69627297032021
78.84519423131795,2.4917329281755833,89.17369971151923,54.72113884997266,5.793107909767957,79.07683111549889,3,68.26075897438353
74.6258846909432,1.2179385801915794,86.13583246347089,43.46392955350703,8.556695950393154,58.75120804437084,2,69.53918581442788
59.76214938990223,5.561667777631195,75.06828099358438,63.46197214764392,4.104670589133667,65.32461015842044,3,77.40356742866868
86.12260576307526,3.579684406066328,70.59329420644306,54.05220225558005,5.57886575624748,30.514713118809887,3,69.96026908427213
64.03861812204279,7.050507748877459,88.53814988837914,53.17323539378812,4.284406988888232,78.42040798942821,3,90.19419747975851
51.21579832157269,4.3124693468409,46.11981077172287,97.59176816280731,7.832636581108136,76.2939875261307,1,77.79222677685115
82.27361479535838,7.777353995403052,39.73814973144972,76.97802915554345,7.510537270568963,32.68806141284412,1,93.52880037803607
58.85553397035245,2.298678609921848,49.370610194572286,73.41270659032575,5.656761093681585,55.777507517659316,1,58.48652182391212
